SN,NAME,WINE,YR,REG,TP,RT,NUMR,PR,BD,ACD, RSG , AL , DN 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.8009 , 10.3158 , 0.9979 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.7949 , 11.7196 , 0.9950 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.7908 , 10.0802 , 0.9969 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.7881 , 11.2135 , 0.9961 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.7830 , 10.8843 , 0.9969 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.7816 , 11.0761 , 0.9958 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.7756 , 11.2571 , 0.9960 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.7756 , 11.3480 , 0.9958 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.7748 , 11.1458 , 0.9960 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.7620 , 10.7341 , 0.9972 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.7605 , 10.9761 , 0.9963 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,NA,NA, 12.7603 , 10.9475 , 0.9965 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.7552 , 10.5842 , 0.9973 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.7538 , 11.4879 , 0.9962 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.7536 , 10.9403 , 0.9961 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.7424 , 10.8208 , 0.9968 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.7268 , 11.1857 , 0.9960 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.7118 , 10.9111 , 0.9970 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.7079 , 11.0407 , 0.9968 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,NA,NA, 12.6943 , 10.4516 , 0.9978 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,NA,NA, 12.6922 , 11.1514 , 0.9964 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.6872 , 10.4413 , 0.9974 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.6847 , 11.1368 , 0.9957 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.6838 , 10.8714 , 0.9963 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.6833 , 10.4694 , 0.9968 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.6779 , 11.0432 , 0.9964 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.6753 , 9.9602 , 0.9979 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.6706 , 10.9317 , 0.9957 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.6618 , 11.4778 , 0.9960 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.6592 , 10.9827 , 0.9960 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.6557 , 10.9561 , 0.9966 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.6521 , 11.2725 , 0.9964 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.6496 , 11.2778 , 0.9961 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,NA,NA, 12.6494 , 10.9325 , 0.9962 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.6477 , 11.0386 , 0.9971 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.6474 , 11.2458 , 0.9961 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,NA,NA, 12.6415 , 10.7152 , 0.9970 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.6402 , 11.0711 , 0.9967 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.6220 , 11.6585 , 0.9953 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.6209 , 10.3345 , 0.9974 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.6113 , 10.2523 , 0.9978 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.6100 , 10.5944 , 0.9971 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.6069 , 10.3626 , 0.9974 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.6052 , 11.2735 , 0.9966 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.6031 , 11.7284 , 0.9963 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.6002 , 11.0420 , 0.9960 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.5942 , 11.8648 , 0.9960 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.5923 , 10.8028 , 0.9973 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.5908 , 11.4497 , 0.9956 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.5903 , 10.9599 , 0.9961 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.5858 , 10.5543 , 0.9969 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.5821 , 10.5356 , 0.9972 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,NA,NA, 12.5813 , 10.7479 , 0.9974 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.5794 , 11.1987 , 0.9960 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,NA,NA, 12.5694 , 11.2512 , 0.9959 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.5669 , 10.5532 , 0.9968 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.5570 , 10.7993 , 0.9965 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.5518 , 11.8730 , 0.9951 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.5510 , 11.7084 , 0.9961 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.5503 , 10.3267 , 0.9970 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.5400 , 11.6429 , 0.9955 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.5364 , 11.6294 , 0.9962 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.5327 , 11.1008 , 0.9973 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.5251 , 11.4735 , 0.9959 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.5228 , 11.1475 , 0.9960 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.5142 , 10.5822 , 0.9968 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,NA,NA, 12.5109 , 10.3474 , 0.9974 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.5098 , 10.8931 , 0.9968 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.5093 , 10.2890 , 0.9971 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.5073 , 11.3268 , 0.9954 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.5056 , 10.6588 , 0.9974 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,NA,NA, 12.5003 , 10.6139 , 0.9970 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.4959 , 11.5872 , 0.9955 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.4948 , 11.2926 , 0.9968 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.4896 , 10.2303 , 0.9961 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.4881 , 10.8661 , 0.9969 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,NA,NA, 12.4859 , 11.7226 , 0.9957 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,NA,NA, 12.4729 , 11.5762 , 0.9949 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.4709 , 11.2473 , 0.9967 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.4666 , 9.9845 , 0.9970 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.4617 , 11.0039 , 0.9973 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.4617 , 10.8288 , 0.9965 
W4600-65477,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.4602 , 10.4814 , 0.9963 
W1941-92468,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,NA,NA, 12.4589 , 10.6493 , 0.9966 
W2761-27872,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.4559 , 11.0870 , 0.9969 
W1024-86018,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.4541 , 10.9083 , 0.9961 
W8687-56403,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.4527 , 10.8907 , 0.9972 
W7731-44914,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.4494 , 11.4662 , 0.9958 
W7507-53540,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.4460 , 10.9666 , 0.9968 
W2245-24380,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.4406 , 10.8187 , 0.9966 
W5833-25872,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.4384 , 11.1362 , 0.9969 
W3381-38985,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,NA,NA, 12.4378 , 10.6499 , 0.9968 
W5517-16386,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.4331 , 11.1065 , 0.9969 
W7625-23923,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.4259 , 12.2156 , 0.9953 
W2380-78799,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.4240 , 11.1878 , 0.9962 
W9706-78565,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.4222 , 11.6545 , 0.9954 
W7655-46566,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.4199 , 10.4012 , 0.9965 
W8559-80982,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.4116 , 10.5278 , 0.9971 
W3649-12856,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.4096 , 11.6527 , 0.9956 
W8396-44589,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.4081 , 11.0399 , 0.9968 
W9442-13751,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.4050 , 11.0396 , 0.9961 
W2913-56595,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.4045 , 11.4865 , 0.9968 
W7192-35499,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.3989 , 10.8561 , 0.9968 
W9086-19957,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.3988 , 10.8875 , 0.9962 
W8391-81880,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.3879 , 10.7054 , 0.9965 
W2825-88170,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.3822 , 11.4717 , 0.9958 
W4971-16628,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.3790 , 11.6772 , 0.9955 
W4578-32529,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.3783 , 10.7477 , 0.9971 
W5189-53084,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.3773 , 10.2319 , 0.9973 
W4899-54729,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.3751 , 11.2544 , 0.9960 
W8883-85549,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.3730 , 10.7428 , 0.9962 
W6886-84932,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.3690 , 11.1671 , 0.9962 
W1758-30861,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.3680 , 10.7159 , 0.9968 
W3509-15969,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.3629 , 11.9331 , 0.9961 
W7925-75744,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.3619 , 10.8129 , 0.9969 
W7865-96030,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.3449 , 11.0515 , 0.9972 
W5583-45410,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.3438 , 11.1390 , 0.9962 
W5923-49484,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.3323 , 11.2103 , 0.9953 
W6202-12971,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,NA,NA, 12.3319 , 11.2356 , 0.9965 
W4584-46366,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.3309 , 11.1162 , 0.9965 
W7120-22660,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.3230 , 11.5245 , 0.9960 
W1276-47953,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.3138 , 11.8948 , 0.9951 
W1530-28193,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.3073 , 10.5261 , 0.9970 
W5920-32388,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.3056 , 10.5012 , 0.9978 
W2156-19775,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.3016 , 10.7693 , 0.9959 
W6286-86921,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.3009 , 11.6285 , 0.9956 
W2585-90109,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.2997 , 11.6576 , 0.9960 
W2585-90109,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.2994 , 10.5513 , 0.9969 
W2585-90109,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.2980 , 11.7120 , 0.9960 
W2585-90109,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.2961 , 10.9183 , 0.9975 
W2585-90109,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.2915 , 10.8757 , 0.9963 
W2585-90109,Lustau,Candela Cream Dulce Sweet,N.V.,Jerez-Xeres-Sherry,Sherry,3.93,405,7.1,4,3, 12.2855 , 10.9899 , 0.9972 
W2585-90109,Lustau,Jerez-Xeres-Sherry 30 Year Old Oloroso VORS,N.V.,Jerez-Xeres-Sherry,Sherry,4.19,135,39,4,3, 8.9728 , 11.0160 , 0.9973 
W2585-90109,Lustau,Pedro Ximenez Murillo Seleccion del Centenario,N.V.,Jerez-Xeres-Sherry,Pedro Ximenez,4.2,481,40,5,1, 8.9552 , 11.4426 , 0.9961 
W2585-90109,Lustau,Vermut Rojo,N.V.,Jerez-Xeres-Sherry,NA,3.96,1058,11.9,NA,NA, 12.2115 , 11.4016 , 0.9965 
W2585-90109,M. Antonio de la Riva,La Riva Fino Balbaina Alta,N.V.,Jerez-Xeres-Sherry,Sherry,4.25,67,47.45,4,3, 8.7923 , 10.9546 , 0.9962 
W7046-35076,Mandia Vell,Pinot Noir,2017,Mallorca,Red,4.11,31,29.38,4,3, 9.3353 , 11.2223 , 0.9961 
W4466-60226,Mar de Frades,Rias Baixas Albarino Atlantico,2019,Rias Baixas,Albarino,3.98,4610,14.95,3,3, 11.4252 , 10.6201 , 0.9968 
W6557-76643,Mar de Frades,Rias Baixas Albarino Atlantico,2021,Rias Baixas,Albarino,3.98,439,14.8,3,3, 11.4283 , 10.7601 , 0.9967 
W9137-93304,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,Rias Baixas,Albarino,4,414,16.78,NA,NA, 11.1573 , 10.4846 , 0.9968 
W4838-96265,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,Rias Baixas,Albarino,4,414,16.78,3,3, 11.1566 , 10.8738 , 0.9963 
W7001-25138,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,Rias Baixas,Albarino,4,414,16.78,3,3, 11.1563 , 11.4358 , 0.9965 
W1086-64124,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,Rias Baixas,Albarino,4,414,16.78,3,3, 11.1562 , 11.4443 , 0.9971 
W8013-97912,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,Rias Baixas,Albarino,4,414,16.78,3,3, 11.1547 , 10.9355 , 0.9964 
W6318-99562,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,Rias Baixas,Albarino,4,414,16.78,3,3, 11.1542 , 12.7202 , 0.9943 
W5202-11930,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,Rias Baixas,Albarino,4,414,16.78,3,3, 11.1536 , 10.7780 , 0.9977 
W2836-68386,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,Rias Baixas,Albarino,4,414,16.78,3,3, 11.1536 , 10.4321 , 0.9975 
W4818-90709,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,Rias Baixas,Albarino,4,414,16.78,3,3, 11.1533 , 11.4313 , 0.9959 
W4142-32463,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,Rias Baixas,Albarino,4,414,16.78,3,3, 11.1518 , 11.0002 , 0.9961 
W3447-64043,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,Rias Baixas,Albarino,4,414,16.78,3,3, 11.1516 , 12.0808 , 0.9950 
W8873-10560,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,Rias Baixas,Albarino,4,414,16.78,3,3, 11.1512 , 11.0262 , 0.9965 
W3587-49549,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,Rias Baixas,Albarino,4,414,16.78,3,3, 11.1502 , 11.2650 , 0.9953 
W3095-65911,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,Rias Baixas,Albarino,4,414,16.78,3,3, 11.1495 , 11.5580 , 0.9968 
W1074-10883,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,Rias Baixas,Albarino,4,414,16.78,3,3, 11.1494 , 10.7247 , 0.9971 
W7618-25098,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,Rias Baixas,Albarino,4,414,16.78,3,3, 11.1476 , 10.8950 , 0.9968 
W1329-91086,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,Rias Baixas,Albarino,4,414,16.78,3,3, 11.1458 , 10.9439 , 0.9969 
W7390-72186,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,Rias Baixas,Albarino,4,414,16.78,3,3, 11.1446 , 11.2961 , 0.9962 
W6255-27835,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,Rias Baixas,Albarino,4,414,16.78,3,3, 11.1432 , 11.3331 , 0.9962 
W9372-62931,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,Rias Baixas,Albarino,4,414,16.78,3,3, 11.1426 , 11.2720 , 0.9956 
W2864-47462,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,Rias Baixas,Albarino,4,414,16.78,3,3, 11.1416 , 11.4683 , 0.9965 
